GA | iter = 106 | Mean = 0.004590243 | Best = 0.004975000
GA | iter = 24 | Mean = 0.005679994 | Best = 0.006511860
GA | iter = 25 | Mean = 0.005692171 | Best = 0.006511860
GA | iter = 26 | Mean = 0.005720369 | Best = 0.006600976
GA | iter = 27 | Mean = 0.005747638 | Best = 0.006600976
GA | iter = 28 | Mean = 0.005775371 | Best = 0.006600976
GA | iter = 29 | Mean = 0.005803745 | Best = 0.006600976
GA | iter = 30 | Mean = 0.005809134 | Best = 0.006600976
GA | iter = 31 | Mean = 0.005822990 | Best = 0.006600976
GA | iter = 32 | Mean = 0.005841302 | Best = 0.006600976
GA | iter = 33 | Mean = 0.005860436 | Best = 0.006600976
GA | iter = 34 | Mean = 0.005875851 | Best = 0.006600976
GA | iter = 35 | Mean = 0.005884312 | Best = 0.006600976
GA | iter = 36 | Mean = 0.005893651 | Best = 0.006600976
GA | iter = 37 | Mean = 0.005900540 | Best = 0.006600976
GA | iter = 38 | Mean = 0.005908276 | Best = 0.006600976
GA | iter = 39 | Mean = 0.005916674 | Best = 0.006600976
GA | iter = 40 | Mean = 0.005924866 | Best = 0.006600976
GA | iter = 41 | Mean = 0.005938277 | Best = 0.006600976
GA | iter = 42 | Mean = 0.005953567 | Best = 0.006845960
GA | iter = 43 | Mean = 0.005965183 | Best = 0.006845960
GA | iter = 44 | Mean = 0.005967806 | Best = 0.006845960
GA | iter = 45 | Mean = 0.00596679 | Best = 0.00684596
GA | iter = 46 | Mean = 0.005961196 | Best = 0.006845960
GA | iter = 47 | Mean = 0.005979291 | Best = 0.006845960
GA | iter = 48 | Mean = 0.005991597 | Best = 0.006845960
GA | iter = 49 | Mean = 0.00600284 | Best = 0.00684596
GA | iter = 50 | Mean = 0.006005288 | Best = 0.006845960
GA | iter = 51 | Mean = 0.006013055 | Best = 0.006845960
GA | iter = 52 | Mean = 0.006028324 | Best = 0.006845960
GA | iter = 53 | Mean = 0.006035859 | Best = 0.006845960
GA | iter = 54 | Mean = 0.00603810 | Best = 0.00684596
GA | iter = 55 | Mean = 0.006047828 | Best = 0.006845960
GA | iter = 56 | Mean = 0.006047929 | Best = 0.006845960
GA | iter = 57 | Mean = 0.006058789 | Best = 0.006845960
GA | iter = 58 | Mean = 0.006073982 | Best = 0.006845960
GA | iter = 59 | Mean = 0.006085599 | Best = 0.006845960
GA | iter = 60 | Mean = 0.006090134 | Best = 0.006845960
GA | iter = 61 | Mean = 0.006096706 | Best = 0.006845960
GA | iter = 62 | Mean = 0.006097423 | Best = 0.006845960
GA | iter = 63 | Mean = 0.006098493 | Best = 0.006845960
GA | iter = 64 | Mean = 0.006106615 | Best = 0.006845960
GA | iter = 65 | Mean = 0.006115223 | Best = 0.006845960
GA | iter = 66 | Mean = 0.006125521 | Best = 0.006845960
GA | iter = 67 | Mean = 0.00613244 | Best = 0.00684596
GA | iter = 68 | Mean = 0.006145199 | Best = 0.006845960
GA | iter = 69 | Mean = 0.006155012 | Best = 0.006845960
GA | iter = 70 | Mean = 0.006178171 | Best = 0.006845960
GA | iter = 71 | Mean = 0.006180843 | Best = 0.006845960
GA | iter = 72 | Mean = 0.006194546 | Best = 0.006845960
GA | iter = 73 | Mean = 0.006197886 | Best = 0.006845960
GA | iter = 74 | Mean = 0.006211732 | Best = 0.006845960
GA | iter = 75 | Mean = 0.006217879 | Best = 0.006845960
GA | iter = 76 | Mean = 0.006233671 | Best = 0.006845960
GA | iter = 77 | Mean = 0.006241387 | Best = 0.006852009
GA | iter = 78 | Mean = 0.006250580 | Best = 0.006852009
GA | iter = 79 | Mean = 0.006258001 | Best = 0.006852009
GA | iter = 80 | Mean = 0.006268322 | Best = 0.006852009
GA | iter = 81 | Mean = 0.006271251 | Best = 0.007022288
GA | iter = 82 | Mean = 0.006275564 | Best = 0.007022288
GA | iter = 83 | Mean = 0.006281159 | Best = 0.007022288
GA | iter = 84 | Mean = 0.006286018 | Best = 0.007022288
GA | iter = 85 | Mean = 0.006294621 | Best = 0.007022288
GA | iter = 86 | Mean = 0.006306144 | Best = 0.007022288
GA | iter = 87 | Mean = 0.006331628 | Best = 0.007022288
GA | iter = 88 | Mean = 0.006328835 | Best = 0.007022288
GA | iter = 89 | Mean = 0.006342248 | Best = 0.007022288
GA | iter = 90 | Mean = 0.006332770 | Best = 0.007022288
GA | iter = 91 | Mean = 0.006341595 | Best = 0.007022288
GA | iter = 92 | Mean = 0.006345302 | Best = 0.007022288
GA | iter = 93 | Mean = 0.006364620 | Best = 0.007022288
GA | iter = 94 | Mean = 0.006375090 | Best = 0.007022288
GA | iter = 95 | Mean = 0.006381112 | Best = 0.007022288
GA | iter = 96 | Mean = 0.006385494 | Best = 0.007022288
GA | iter = 97 | Mean = 0.006406865 | Best = 0.007022288
GA | iter = 98 | Mean = 0.006410286 | Best = 0.007022288
GA | iter = 99 | Mean = 0.006423422 | Best = 0.007022288
GA | iter = 100 | Mean = 0.006427903 | Best = 0.007022288
GA | iter = 101 | Mean = 0.006441075 | Best = 0.007022288
GA | iter = 102 | Mean = 0.006447991 | Best = 0.007022288
GA | iter = 103 | Mean = 0.006463073 | Best = 0.007022288
GA | iter = 104 | Mean = 0.006479336 | Best = 0.007022288
GA | iter = 105 | Mean = 0.006495406 | Best = 0.007022288
GA | iter = 106 | Mean = 0.006487701 | Best = 0.007022288
GA | iter = 107 | Mean = 0.006499227 | Best = 0.007022288
GA | iter = 108 | Mean = 0.006510259 | Best = 0.007022288
GA | iter = 109 | Mean = 0.006517071 | Best = 0.007022288
GA | iter = 110 | Mean = 0.006538730 | Best = 0.007022288
GA | iter = 111 | Mean = 0.006551448 | Best = 0.007027664
GA | iter = 112 | Mean = 0.006549404 | Best = 0.007027664
GA | iter = 113 | Mean = 0.006543583 | Best = 0.007027664
GA | iter = 114 | Mean = 0.006552128 | Best = 0.007027664
GA | iter = 115 | Mean = 0.006555879 | Best = 0.007027664
GA | iter = 116 | Mean = 0.006562074 | Best = 0.007027664
GA | iter = 117 | Mean = 0.006561552 | Best = 0.007027664
GA | iter = 118 | Mean = 0.006575558 | Best = 0.007027664
GA | iter = 119 | Mean = 0.006567047 | Best = 0.007027664
GA | iter = 120 | Mean = 0.006564668 | Best = 0.007027664
GA | iter = 121 | Mean = 0.006576912 | Best = 0.007027664
GA | iter = 122 | Mean = 0.006573379 | Best = 0.007027664
GA | iter = 123 | Mean = 0.006581270 | Best = 0.007027664
GA | iter = 124 | Mean = 0.006576169 | Best = 0.007153652
GA | iter = 125 | Mean = 0.006573485 | Best = 0.007153652
GA | iter = 126 | Mean = 0.006583421 | Best = 0.007153652
GA | iter = 127 | Mean = 0.006590562 | Best = 0.007153652
GA | iter = 128 | Mean = 0.006600575 | Best = 0.007153652
GA | iter = 129 | Mean = 0.006603974 | Best = 0.007153652
GA | iter = 130 | Mean = 0.006619382 | Best = 0.007153652
GA | iter = 131 | Mean = 0.006624291 | Best = 0.007153652
GA | iter = 132 | Mean = 0.006635314 | Best = 0.007153652
GA | iter = 133 | Mean = 0.006634332 | Best = 0.007153652
GA | iter = 134 | Mean = 0.006650813 | Best = 0.007153652
GA | iter = 135 | Mean = 0.006651390 | Best = 0.007153652
GA | iter = 136 | Mean = 0.006653859 | Best = 0.007153652
GA | iter = 137 | Mean = 0.006656699 | Best = 0.007153652
GA | iter = 138 | Mean = 0.006666329 | Best = 0.007153652
GA | iter = 139 | Mean = 0.006672147 | Best = 0.007153652
GA | iter = 140 | Mean = 0.006665811 | Best = 0.007153652
GA | iter = 141 | Mean = 0.006668021 | Best = 0.007153652
GA | iter = 142 | Mean = 0.006678412 | Best = 0.007153652
GA | iter = 143 | Mean = 0.006682780 | Best = 0.007153652
GA | iter = 144 | Mean = 0.006687342 | Best = 0.007153652
GA | iter = 145 | Mean = 0.006686122 | Best = 0.007153652
GA | iter = 146 | Mean = 0.006691271 | Best = 0.007153652
GA | iter = 147 | Mean = 0.006701972 | Best = 0.007246014
GA | iter = 148 | Mean = 0.006702126 | Best = 0.007246014
GA | iter = 149 | Mean = 0.006708385 | Best = 0.007246014
GA | iter = 150 | Mean = 0.006717952 | Best = 0.007246014
GA | iter = 151 | Mean = 0.006720465 | Best = 0.007246014
GA | iter = 152 | Mean = 0.006721109 | Best = 0.007246014
GA | iter = 153 | Mean = 0.006730583 | Best = 0.007246014
GA | iter = 154 | Mean = 0.006732216 | Best = 0.007345702
GA | iter = 155 | Mean = 0.006742792 | Best = 0.007345702
GA | iter = 156 | Mean = 0.006746514 | Best = 0.007345702
GA | iter = 157 | Mean = 0.006755061 | Best = 0.007393216
GA | iter = 158 | Mean = 0.006757772 | Best = 0.007393216
GA | iter = 159 | Mean = 0.006750966 | Best = 0.007393216
GA | iter = 160 | Mean = 0.006745146 | Best = 0.007393216
GA | iter = 161 | Mean = 0.006754591 | Best = 0.007393216
GA | iter = 162 | Mean = 0.006770764 | Best = 0.007393216
GA | iter = 163 | Mean = 0.006776186 | Best = 0.007393216
GA | iter = 164 | Mean = 0.006761188 | Best = 0.007393216
GA | iter = 165 | Mean = 0.006771529 | Best = 0.007393216
GA | iter = 166 | Mean = 0.006764023 | Best = 0.007393216
GA | iter = 167 | Mean = 0.006769594 | Best = 0.007393216
GA | iter = 168 | Mean = 0.006770965 | Best = 0.007393216
GA | iter = 169 | Mean = 0.006787255 | Best = 0.007393216
GA | iter = 170 | Mean = 0.006806124 | Best = 0.007393216
GA | iter = 171 | Mean = 0.006827128 | Best = 0.007393216
GA | iter = 172 | Mean = 0.006816855 | Best = 0.007393216
GA | iter = 173 | Mean = 0.006827492 | Best = 0.007393216
GA | iter = 174 | Mean = 0.006828601 | Best = 0.007393216
GA | iter = 175 | Mean = 0.006828241 | Best = 0.007393216
GA | iter = 176 | Mean = 0.006822928 | Best = 0.007393216
GA | iter = 177 | Mean = 0.006831189 | Best = 0.007393216
GA | iter = 178 | Mean = 0.006827119 | Best = 0.007393216
GA | iter = 179 | Mean = 0.006847045 | Best = 0.007393216
GA | iter = 180 | Mean = 0.006852612 | Best = 0.007393216
GA | iter = 181 | Mean = 0.006861158 | Best = 0.007393216
GA | iter = 182 | Mean = 0.006872622 | Best = 0.007393216
GA | iter = 183 | Mean = 0.006878774 | Best = 0.007393216
GA | iter = 184 | Mean = 0.006892262 | Best = 0.007393216
GA | iter = 185 | Mean = 0.006903750 | Best = 0.007393216
GA | iter = 186 | Mean = 0.006904277 | Best = 0.007405231
GA | iter = 187 | Mean = 0.006908247 | Best = 0.007405231
GA | iter = 188 | Mean = 0.006919724 | Best = 0.007405231
GA | iter = 189 | Mean = 0.006923778 | Best = 0.007405231
GA | iter = 190 | Mean = 0.006930805 | Best = 0.007405231
GA | iter = 191 | Mean = 0.006930045 | Best = 0.007405231
GA | iter = 192 | Mean = 0.006929705 | Best = 0.007405231
GA | iter = 193 | Mean = 0.006935708 | Best = 0.007405231
GA | iter = 194 | Mean = 0.006941245 | Best = 0.007405231
GA | iter = 195 | Mean = 0.006948532 | Best = 0.007405231
GA | iter = 196 | Mean = 0.006944707 | Best = 0.007405231
GA | iter = 197 | Mean = 0.006936652 | Best = 0.007405231
GA | iter = 198 | Mean = 0.006948472 | Best = 0.007405231
GA | iter = 199 | Mean = 0.006965878 | Best = 0.007405231
GA | iter = 200 | Mean = 0.006971249 | Best = 0.007405231
GA | iter = 201 | Mean = 0.006971309 | Best = 0.007405231
GA | iter = 202 | Mean = 0.006971900 | Best = 0.007405231
GA | iter = 203 | Mean = 0.006977991 | Best = 0.007405231
GA | iter = 204 | Mean = 0.006982103 | Best = 0.007468273
GA | iter = 205 | Mean = 0.006984895 | Best = 0.007468273
GA | iter = 206 | Mean = 0.006978921 | Best = 0.007468273
GA | iter = 207 | Mean = 0.006979329 | Best = 0.007468273
GA | iter = 208 | Mean = 0.006976747 | Best = 0.007468273
GA | iter = 209 | Mean = 0.006980555 | Best = 0.007469890
GA | iter = 210 | Mean = 0.006988098 | Best = 0.007482704
GA | iter = 211 | Mean = 0.006992101 | Best = 0.007482704
GA | iter = 212 | Mean = 0.007005393 | Best = 0.007482704
GA | iter = 213 | Mean = 0.006995434 | Best = 0.007482704
GA | iter = 214 | Mean = 0.006982027 | Best = 0.007482704
GA | iter = 215 | Mean = 0.006990634 | Best = 0.007482704
GA | iter = 216 | Mean = 0.006999898 | Best = 0.007482704
GA | iter = 217 | Mean = 0.007003011 | Best = 0.007482704
GA | iter = 218 | Mean = 0.007003690 | Best = 0.007482704
GA | iter = 219 | Mean = 0.006996849 | Best = 0.007482704
GA | iter = 220 | Mean = 0.006986129 | Best = 0.007482704
GA | iter = 221 | Mean = 0.006988689 | Best = 0.007482704
GA | iter = 222 | Mean = 0.006984909 | Best = 0.007482704
GA | iter = 223 | Mean = 0.006982480 | Best = 0.007482704
GA | iter = 224 | Mean = 0.006985146 | Best = 0.007482704
GA | iter = 225 | Mean = 0.006988945 | Best = 0.007482704
GA | iter = 226 | Mean = 0.006993477 | Best = 0.007482704
GA | iter = 227 | Mean = 0.006990854 | Best = 0.007482704
GA | iter = 228 | Mean = 0.006986468 | Best = 0.007482704
GA | iter = 229 | Mean = 0.006985630 | Best = 0.007482704
GA | iter = 230 | Mean = 0.006988626 | Best = 0.007482704
GA | iter = 231 | Mean = 0.006991586 | Best = 0.007482704
GA | iter = 232 | Mean = 0.006996917 | Best = 0.007482704
GA | iter = 233 | Mean = 0.007015514 | Best = 0.007482704
GA | iter = 234 | Mean = 0.007026377 | Best = 0.007482704
GA | iter = 235 | Mean = 0.007024578 | Best = 0.007482704
GA | iter = 236 | Mean = 0.007029497 | Best = 0.007482704
GA | iter = 237 | Mean = 0.007029220 | Best = 0.007482704
GA | iter = 238 | Mean = 0.007024847 | Best = 0.007482704
GA | iter = 239 | Mean = 0.007030381 | Best = 0.007482704
GA | iter = 240 | Mean = 0.007033471 | Best = 0.007482704
GA | iter = 241 | Mean = 0.007047673 | Best = 0.007482704
GA | iter = 242 | Mean = 0.007043213 | Best = 0.007482704
GA | iter = 243 | Mean = 0.007046714 | Best = 0.007482704
GA | iter = 244 | Mean = 0.007045372 | Best = 0.007482704
GA | iter = 245 | Mean = 0.007058119 | Best = 0.007482704
GA | iter = 246 | Mean = 0.007056601 | Best = 0.007482704
GA | iter = 247 | Mean = 0.007066080 | Best = 0.007482704
GA | iter = 248 | Mean = 0.007049475 | Best = 0.007482704
GA | iter = 249 | Mean = 0.007059418 | Best = 0.007482704
GA | iter = 250 | Mean = 0.007052798 | Best = 0.007482704
GA | iter = 251 | Mean = 0.007053858 | Best = 0.007482704
GA | iter = 252 | Mean = 0.007042107 | Best = 0.007482704
GA | iter = 253 | Mean = 0.007059879 | Best = 0.007505419
GA | iter = 254 | Mean = 0.007070116 | Best = 0.007505419
GA | iter = 255 | Mean = 0.007060222 | Best = 0.007505419
GA | iter = 256 | Mean = 0.007059065 | Best = 0.007505419
GA | iter = 257 | Mean = 0.007056200 | Best = 0.007537079
GA | iter = 258 | Mean = 0.007053338 | Best = 0.007537079
GA | iter = 259 | Mean = 0.007067224 | Best = 0.007537079
GA | iter = 260 | Mean = 0.007084212 | Best = 0.007542030
GA | iter = 261 | Mean = 0.007088359 | Best = 0.007542030
GA | iter = 262 | Mean = 0.007093792 | Best = 0.007542030
GA | iter = 263 | Mean = 0.007096391 | Best = 0.007596611
GA | iter = 264 | Mean = 0.007098108 | Best = 0.007596611
GA | iter = 265 | Mean = 0.007100241 | Best = 0.007596611
GA | iter = 266 | Mean = 0.007103816 | Best = 0.007596611
GA | iter = 267 | Mean = 0.007106791 | Best = 0.007596611
GA | iter = 268 | Mean = 0.007113455 | Best = 0.007596611
GA | iter = 269 | Mean = 0.007111311 | Best = 0.007596611
GA | iter = 270 | Mean = 0.007107192 | Best = 0.007596611
GA | iter = 271 | Mean = 0.007122626 | Best = 0.007596611
GA | iter = 272 | Mean = 0.007116606 | Best = 0.007596611
GA | iter = 273 | Mean = 0.007115831 | Best = 0.007596611
GA | iter = 274 | Mean = 0.007113279 | Best = 0.007596611
GA | iter = 275 | Mean = 0.007112563 | Best = 0.007596611
GA | iter = 276 | Mean = 0.007119678 | Best = 0.007596611
GA | iter = 277 | Mean = 0.007123417 | Best = 0.007596611
GA | iter = 278 | Mean = 0.007118927 | Best = 0.007596611
GA | iter = 279 | Mean = 0.007115189 | Best = 0.007596611
GA | iter = 280 | Mean = 0.007115950 | Best = 0.007596611
GA | iter = 281 | Mean = 0.007121404 | Best = 0.007596611
GA | iter = 282 | Mean = 0.007112001 | Best = 0.007596611
GA | iter = 283 | Mean = 0.007123724 | Best = 0.007596611
GA | iter = 284 | Mean = 0.007119517 | Best = 0.007596611
GA | iter = 285 | Mean = 0.007120409 | Best = 0.007596611
GA | iter = 286 | Mean = 0.007121872 | Best = 0.007596611
GA | iter = 287 | Mean = 0.007127980 | Best = 0.007596611
GA | iter = 288 | Mean = 0.007131157 | Best = 0.007596611
GA | iter = 289 | Mean = 0.007120529 | Best = 0.007596611
GA | iter = 290 | Mean = 0.007123206 | Best = 0.007596611
GA | iter = 291 | Mean = 0.007131031 | Best = 0.007596611
GA | iter = 292 | Mean = 0.007141370 | Best = 0.007596611
GA | iter = 293 | Mean = 0.007133911 | Best = 0.007596611
GA | iter = 294 | Mean = 0.007138430 | Best = 0.007596611
GA | iter = 295 | Mean = 0.007151757 | Best = 0.007596611
GA | iter = 296 | Mean = 0.007149199 | Best = 0.007596611
GA | iter = 297 | Mean = 0.007139015 | Best = 0.007596611
GA | iter = 298 | Mean = 0.007147184 | Best = 0.007596611
GA | iter = 299 | Mean = 0.007150246 | Best = 0.007615614
GA | iter = 300 | Mean = 0.007160968 | Best = 0.007656209
GA | iter = 1 | Mean = 0.004773376 | Best = 0.007378533
GA | iter = 2 | Mean = 0.005028203 | Best = 0.007382904
GA | iter = 3 | Mean = 0.005275580 | Best = 0.007382904
GA | iter = 4 | Mean = 0.005487818 | Best = 0.007382904
GA | iter = 5 | Mean = 0.005656791 | Best = 0.007382904
GA | iter = 6 | Mean = 0.005783286 | Best = 0.007382904
GA | iter = 7 | Mean = 0.005872717 | Best = 0.007382904
GA | iter = 8 | Mean = 0.005966275 | Best = 0.007382904
GA | iter = 9 | Mean = 0.006010762 | Best = 0.007382904
GA | iter = 10 | Mean = 0.006048320 | Best = 0.007382904
GA | iter = 11 | Mean = 0.006087682 | Best = 0.007382904
GA | iter = 12 | Mean = 0.006119314 | Best = 0.007382904
GA | iter = 13 | Mean = 0.006150748 | Best = 0.007382904
GA | iter = 14 | Mean = 0.006171434 | Best = 0.007382904
GA | iter = 15 | Mean = 0.006193771 | Best = 0.007382904
GA | iter = 16 | Mean = 0.006202483 | Best = 0.007382904
GA | iter = 17 | Mean = 0.006236349 | Best = 0.007382904
GA | iter = 18 | Mean = 0.006274916 | Best = 0.007382904
GA | iter = 19 | Mean = 0.006303712 | Best = 0.007382904
GA | iter = 20 | Mean = 0.006323163 | Best = 0.007382904
GA | iter = 21 | Mean = 0.006340351 | Best = 0.007382904
GA | iter = 22 | Mean = 0.006362497 | Best = 0.007382904
GA | iter = 23 | Mean = 0.006393268 | Best = 0.007382904
GA | iter = 24 | Mean = 0.006403579 | Best = 0.007382904
GA | iter = 25 | Mean = 0.006414008 | Best = 0.007382904
GA | iter = 26 | Mean = 0.006439437 | Best = 0.007382904
GA | iter = 27 | Mean = 0.006452631 | Best = 0.007382904
GA | iter = 28 | Mean = 0.006469717 | Best = 0.007382904
GA | iter = 29 | Mean = 0.006477009 | Best = 0.007382904
GA | iter = 30 | Mean = 0.006480516 | Best = 0.007382904
GA | iter = 31 | Mean = 0.006496282 | Best = 0.007382904
GA | iter = 32 | Mean = 0.006516225 | Best = 0.007382904
GA | iter = 33 | Mean = 0.006540393 | Best = 0.007382904
GA | iter = 34 | Mean = 0.006553613 | Best = 0.007382904
GA | iter = 35 | Mean = 0.006576822 | Best = 0.007382904
GA | iter = 36 | Mean = 0.006587273 | Best = 0.007382904
GA | iter = 37 | Mean = 0.006606937 | Best = 0.007382904
GA | iter = 38 | Mean = 0.006620354 | Best = 0.007382904
GA | iter = 39 | Mean = 0.006640699 | Best = 0.007382904
GA | iter = 40 | Mean = 0.006656920 | Best = 0.007382904
GA | iter = 41 | Mean = 0.006675538 | Best = 0.007385378
GA | iter = 42 | Mean = 0.006700546 | Best = 0.007656901
GA | iter = 43 | Mean = 0.006726935 | Best = 0.007656901
GA | iter = 44 | Mean = 0.006743508 | Best = 0.007656901
GA | iter = 45 | Mean = 0.006752643 | Best = 0.007656901
GA | iter = 46 | Mean = 0.006754829 | Best = 0.007656901
GA | iter = 47 | Mean = 0.006776343 | Best = 0.007656901
GA | iter = 48 | Mean = 0.006779488 | Best = 0.007656901
GA | iter = 49 | Mean = 0.006791194 | Best = 0.007656901
GA | iter = 50 | Mean = 0.006796163 | Best = 0.007656901
GA | iter = 51 | Mean = 0.006805456 | Best = 0.007656901
GA | iter = 52 | Mean = 0.006821134 | Best = 0.007656901
GA | iter = 53 | Mean = 0.006836876 | Best = 0.007723112
GA | iter = 54 | Mean = 0.006845608 | Best = 0.007723112
GA | iter = 55 | Mean = 0.006857913 | Best = 0.007723112
GA | iter = 56 | Mean = 0.006864383 | Best = 0.007723112
GA | iter = 57 | Mean = 0.006877965 | Best = 0.007723112
GA | iter = 58 | Mean = 0.006898183 | Best = 0.007723112
GA | iter = 59 | Mean = 0.006897005 | Best = 0.007723112
GA | iter = 60 | Mean = 0.006906231 | Best = 0.007723112
GA | iter = 61 | Mean = 0.006913030 | Best = 0.007723112
GA | iter = 62 | Mean = 0.006925380 | Best = 0.007723112
GA | iter = 63 | Mean = 0.006933094 | Best = 0.007723112
GA | iter = 64 | Mean = 0.006944312 | Best = 0.007723112
GA | iter = 65 | Mean = 0.006957500 | Best = 0.007723112
GA | iter = 66 | Mean = 0.006969422 | Best = 0.007723112
GA | iter = 67 | Mean = 0.006976121 | Best = 0.007723112
GA | iter = 68 | Mean = 0.006985724 | Best = 0.007723112
GA | iter = 69 | Mean = 0.006998147 | Best = 0.007723112
GA | iter = 70 | Mean = 0.007015844 | Best = 0.007723112
GA | iter = 71 | Mean = 0.007031062 | Best = 0.007723112
GA | iter = 72 | Mean = 0.007046841 | Best = 0.007723112
GA | iter = 73 | Mean = 0.007060974 | Best = 0.007723112
GA | iter = 74 | Mean = 0.007071903 | Best = 0.007723112
GA | iter = 75 | Mean = 0.007085002 | Best = 0.007723112
GA | iter = 76 | Mean = 0.007100567 | Best = 0.007800508
GA | iter = 77 | Mean = 0.007114638 | Best = 0.007800508
GA | iter = 78 | Mean = 0.007133124 | Best = 0.007800508
GA | iter = 79 | Mean = 0.007149326 | Best = 0.007800508
GA | iter = 80 | Mean = 0.007149814 | Best = 0.007800508
GA | iter = 81 | Mean = 0.007151705 | Best = 0.007800508
GA | iter = 82 | Mean = 0.007155055 | Best = 0.007800508
GA | iter = 83 | Mean = 0.007156013 | Best = 0.007858666
GA | iter = 84 | Mean = 0.007160101 | Best = 0.007858666
GA | iter = 85 | Mean = 0.007168427 | Best = 0.007858666
GA | iter = 86 | Mean = 0.007182009 | Best = 0.007858666
GA | iter = 87 | Mean = 0.007205656 | Best = 0.007858666
GA | iter = 88 | Mean = 0.007201945 | Best = 0.007858666
GA | iter = 89 | Mean = 0.007210670 | Best = 0.007858666
GA | iter = 90 | Mean = 0.007200727 | Best = 0.007858666
GA | iter = 91 | Mean = 0.007205703 | Best = 0.007858666
GA | iter = 92 | Mean = 0.007209839 | Best = 0.008094607
GA | iter = 93 | Mean = 0.007234143 | Best = 0.008094607
GA | iter = 94 | Mean = 0.007242388 | Best = 0.008094607
GA | iter = 95 | Mean = 0.007252995 | Best = 0.008094607
GA | iter = 96 | Mean = 0.007260972 | Best = 0.008094607
GA | iter = 97 | Mean = 0.007282666 | Best = 0.008094607
GA | iter = 98 | Mean = 0.007292326 | Best = 0.008094607
GA | iter = 99 | Mean = 0.007304073 | Best = 0.008094607
GA | iter = 100 | Mean = 0.007316796 | Best = 0.008094607
GA | iter = 101 | Mean = 0.007340416 | Best = 0.008094607
GA | iter = 102 | Mean = 0.007349315 | Best = 0.008094607
GA | iter = 103 | Mean = 0.007367207 | Best = 0.008094607
GA | iter = 104 | Mean = 0.007386315 | Best = 0.008094607
GA | iter = 105 | Mean = 0.007407188 | Best = 0.008094607
GA | iter = 106 | Mean = 0.007398842 | Best = 0.008094607
GA | iter = 107 | Mean = 0.007414564 | Best = 0.008094607
GA | iter = 108 | Mean = 0.007433248 | Best = 0.008094607
GA | iter = 109 | Mean = 0.007442847 | Best = 0.008094607
GA | iter = 110 | Mean = 0.007466333 | Best = 0.008094607
GA | iter = 111 | Mean = 0.007482079 | Best = 0.008153872
GA | iter = 112 | Mean = 0.007479107 | Best = 0.008153872
GA | iter = 113 | Mean = 0.007480116 | Best = 0.008172995
GA | iter = 114 | Mean = 0.007491357 | Best = 0.008172995
GA | iter = 115 | Mean = 0.007495057 | Best = 0.008172995
GA | iter = 116 | Mean = 0.007509926 | Best = 0.008172995
GA | iter = 117 | Mean = 0.007511529 | Best = 0.008172995
GA | iter = 118 | Mean = 0.007523681 | Best = 0.008172995
GA | iter = 119 | Mean = 0.007521385 | Best = 0.008172995
GA | iter = 120 | Mean = 0.007517961 | Best = 0.008172995
GA | iter = 121 | Mean = 0.007536096 | Best = 0.008172995
GA | iter = 122 | Mean = 0.007533902 | Best = 0.008172995
GA | iter = 123 | Mean = 0.007544288 | Best = 0.008172995
GA | iter = 124 | Mean = 0.007539299 | Best = 0.008172995
GA | iter = 125 | Mean = 0.007537318 | Best = 0.008172995
GA | iter = 126 | Mean = 0.007547131 | Best = 0.008172995
GA | iter = 127 | Mean = 0.007551353 | Best = 0.008172995
GA | iter = 128 | Mean = 0.007554332 | Best = 0.008172995
GA | iter = 129 | Mean = 0.007558227 | Best = 0.008172995
GA | iter = 130 | Mean = 0.007566244 | Best = 0.008172995
GA | iter = 131 | Mean = 0.007560322 | Best = 0.008172995
GA | iter = 132 | Mean = 0.007574464 | Best = 0.008172995
GA | iter = 133 | Mean = 0.007576281 | Best = 0.008172995
GA | iter = 134 | Mean = 0.007596627 | Best = 0.008172995
GA | iter = 135 | Mean = 0.007603859 | Best = 0.008172995
GA | iter = 136 | Mean = 0.007600916 | Best = 0.008172995
GA | iter = 137 | Mean = 0.007608598 | Best = 0.008172995
GA | iter = 138 | Mean = 0.007618101 | Best = 0.008172995
GA | iter = 139 | Mean = 0.007622175 | Best = 0.008172995
GA | iter = 140 | Mean = 0.007615335 | Best = 0.008172995
GA | iter = 141 | Mean = 0.007620956 | Best = 0.008172995
GA | iter = 142 | Mean = 0.007630758 | Best = 0.008172995
GA | iter = 143 | Mean = 0.007633621 | Best = 0.008172995
GA | iter = 144 | Mean = 0.007640365 | Best = 0.008172995
GA | iter = 145 | Mean = 0.007634613 | Best = 0.008172995
GA | iter = 146 | Mean = 0.007640907 | Best = 0.008172995
GA | iter = 147 | Mean = 0.007644038 | Best = 0.008172995
GA | iter = 148 | Mean = 0.007645164 | Best = 0.008172995
GA | iter = 149 | Mean = 0.007650718 | Best = 0.008172995
GA | iter = 150 | Mean = 0.007654940 | Best = 0.008172995
GA | iter = 151 | Mean = 0.007657038 | Best = 0.008233457
GA | iter = 152 | Mean = 0.007652896 | Best = 0.008233457
GA | iter = 153 | Mean = 0.007662238 | Best = 0.008286859
GA | iter = 154 | Mean = 0.007668684 | Best = 0.008286859
GA | iter = 155 | Mean = 0.007674153 | Best = 0.008286859
GA | iter = 156 | Mean = 0.007680843 | Best = 0.008286859
GA | iter = 157 | Mean = 0.007692995 | Best = 0.008286859
GA | iter = 158 | Mean = 0.007693476 | Best = 0.008286859
GA | iter = 159 | Mean = 0.007686047 | Best = 0.008286859
